,verbs,tense,postid
14068,written,VBN,94nnej
14069,know,VBP,94nnej
14070,stand,VBP,94nnej
14071,thought,VBD,94nnej
14072,disconnecting,VBG,94nnej
14073,seen,VBN,94nnej
14074,become,VBN,94nnej
14075,happening,VBG,94nnej
14076,felt,VBN,94nnej
14077,trying,VBG,94nnej
14078,undo,VB,94nnej
14079,read,VBN,94nnej
14080,wondering,VBG,94nnej
14081,stood,VBN,94nnej
14082,handle,VB,94nnej
14083,prepare,VB,94nnej
14084,talk,VBP,94nnej
14085,lose,VB,94nnej
14086,prepare,VB,94nnej
14087,happens,VBZ,94nnej
14088,learned,VBD,94nuza
14089,reflects,VBZ,94nuza
14090,having,VBG,94nuza
14091,leaned,VBD,94nuza
14092,written,VBN,94nuza
14093,know,VBP,94nuza
14094,stand,VBP,94nuza
14095,thought,VBD,94nuza
14096,disconnecting,VBG,94nuza
14097,seen,VBN,94nuza
14098,become,VBN,94nuza
14099,happening,VBG,94nuza
14100,felt,VBN,94nuza
14101,trying,VBG,94nuza
14102,undo,VB,94nuza
14103,read,VBN,94nuza
14104,wondering,VBG,94nuza
14105,stood,VBN,94nuza
14106,handle,VB,94nuza
14107,prepare,VB,94nuza
14108,talk,VBP,94nuza
14109,lose,VB,94nuza
14110,prepare,VB,94nuza
14111,happens,VBZ,94nuza
14112,learned,VBD,94phs9
14113,reflects,VBZ,94phs9
14114,having,VBG,94phs9
14115,leaned,VBD,94phs9
14116,written,VBN,94phs9
14117,know,VBP,94phs9
14118,stand,VBP,94phs9
14119,thought,VBD,94phs9
14120,disconnecting,VBG,94phs9
14121,seen,VBN,94phs9
14122,become,VBN,94phs9
14123,happening,VBG,94phs9
14124,felt,VBN,94phs9
14125,trying,VBG,94phs9
14126,undo,VB,94phs9
14127,read,VBN,94phs9
14128,wondering,VBG,94phs9
14129,stood,VBN,94phs9
14130,handle,VB,94phs9
14131,prepare,VB,94phs9
14132,talk,VBP,94phs9
14133,lose,VB,94phs9
14134,prepare,VB,94phs9
14135,happens,VBZ,94phs9
14136,learned,VBD,94som8
14137,reflects,VBZ,94som8
14138,having,VBG,94som8
14139,leaned,VBD,94som8
14140,written,VBN,94som8
14141,know,VBP,94som8
14142,stand,VBP,94som8
14143,thought,VBD,94som8
14144,disconnecting,VBG,94som8
14145,seen,VBN,94som8
14146,become,VBN,94som8
14147,happening,VBG,94som8
14148,felt,VBN,94som8
14149,trying,VBG,94som8
14150,undo,VB,94som8
14151,read,VBN,94som8
14152,wondering,VBG,94som8
14153,stood,VBN,94som8
14154,handle,VB,94som8
14155,prepare,VB,94som8
14156,talk,VBP,94som8
14157,lose,VB,94som8
14158,prepare,VB,94som8
14159,happens,VBZ,94som8
14160,learned,VBD,94tno3
14161,reflects,VBZ,94tno3
14162,having,VBG,94tno3
14163,leaned,VBD,94tno3
14164,written,VBN,94tno3
14165,know,VBP,94tno3
14166,stand,VBP,94tno3
14167,thought,VBD,94tno3
14168,disconnecting,VBG,94tno3
14169,seen,VBN,94tno3
14170,become,VBN,94tno3
14171,happening,VBG,94tno3
14172,felt,VBN,94tno3
14173,trying,VBG,94tno3
14174,undo,VB,94tno3
14175,read,VBN,94tno3
14176,wondering,VBG,94tno3
14177,stood,VBN,94tno3
14178,handle,VB,94tno3
14179,prepare,VB,94tno3
14180,talk,VBP,94tno3
14181,lose,VB,94tno3
14182,prepare,VB,94tno3
14183,happens,VBZ,94tno3
14184,learned,VBD,94wb6j
14185,reflects,VBZ,94wb6j
14186,having,VBG,94wb6j
14187,leaned,VBD,94wb6j
14188,written,VBN,94wb6j
14189,know,VBP,94wb6j
14190,stand,VBP,94wb6j
14191,thought,VBD,94wb6j
14192,disconnecting,VBG,94wb6j
14193,seen,VBN,94wb6j
14194,become,VBN,94wb6j
14195,happening,VBG,94wb6j
14196,felt,VBN,94wb6j
14197,trying,VBG,94wb6j
14198,undo,VB,94wb6j
14199,read,VBN,94wb6j
14200,wondering,VBG,94wb6j
14201,stood,VBN,94wb6j
14202,handle,VB,94wb6j
14203,prepare,VB,94wb6j
14204,talk,VBP,94wb6j
14205,lose,VB,94wb6j
14206,prepare,VB,94wb6j
14207,happens,VBZ,94wb6j
14208,learned,VBD,94x2wa
14209,reflects,VBZ,94x2wa
14210,having,VBG,94x2wa
14211,leaned,VBD,94x2wa
14212,written,VBN,94x2wa
14213,know,VBP,94x2wa
14214,stand,VBP,94x2wa
14215,thought,VBD,94x2wa
14216,disconnecting,VBG,94x2wa
14217,seen,VBN,94x2wa
14218,become,VBN,94x2wa
14219,happening,VBG,94x2wa
14220,felt,VBN,94x2wa
14221,trying,VBG,94x2wa
14222,undo,VB,94x2wa
14223,read,VBN,94x2wa
14224,wondering,VBG,94x2wa
14225,stood,VBN,94x2wa
14226,handle,VB,94x2wa
14227,prepare,VB,94x2wa
14228,talk,VBP,94x2wa
14229,lose,VB,94x2wa
14230,prepare,VB,94x2wa
14231,happens,VBZ,94x2wa
14232,learned,VBD,94xzba
14233,reflects,VBZ,94xzba
14234,having,VBG,94xzba
14235,leaned,VBD,94xzba
14236,written,VBN,94xzba
14237,know,VBP,94xzba
14238,stand,VBP,94xzba
14239,thought,VBD,94xzba
14240,disconnecting,VBG,94xzba
14241,seen,VBN,94xzba
14242,become,VBN,94xzba
14243,happening,VBG,94xzba
14244,felt,VBN,94xzba
14245,trying,VBG,94xzba
14246,undo,VB,94xzba
14247,read,VBN,94xzba
14248,wondering,VBG,94xzba
14249,stood,VBN,94xzba
14250,handle,VB,94xzba
14251,prepare,VB,94xzba
14252,talk,VBP,94xzba
14253,lose,VB,94xzba
14254,prepare,VB,94xzba
14255,happens,VBZ,94xzba
14256,learned,VBD,94y0h9
14257,reflects,VBZ,94y0h9
14258,having,VBG,94y0h9
14259,leaned,VBD,94y0h9
14260,written,VBN,94y0h9
14261,know,VBP,94y0h9
14262,stand,VBP,94y0h9
14263,thought,VBD,94y0h9
14264,disconnecting,VBG,94y0h9
14265,seen,VBN,94y0h9
14266,become,VBN,94y0h9
14267,happening,VBG,94y0h9
14268,felt,VBN,94y0h9
14269,trying,VBG,94y0h9
14270,undo,VB,94y0h9
14271,read,VBN,94y0h9
14272,wondering,VBG,94y0h9
14273,stood,VBN,94y0h9
14274,handle,VB,94y0h9
14275,prepare,VB,94y0h9
14276,talk,VBP,94y0h9
14277,lose,VB,94y0h9
14278,prepare,VB,94y0h9
14279,happens,VBZ,94y0h9
14280,learned,VBD,950lr3
14281,reflects,VBZ,950lr3
14282,having,VBG,950lr3
14283,leaned,VBD,950lr3
14284,written,VBN,950lr3
14285,know,VBP,950lr3
14286,stand,VBP,950lr3
14287,thought,VBD,950lr3
14288,disconnecting,VBG,950lr3
14289,seen,VBN,950lr3
14290,become,VBN,950lr3
14291,happening,VBG,950lr3
14292,felt,VBN,950lr3
14293,trying,VBG,950lr3
14294,undo,VB,950lr3
14295,read,VBN,950lr3
14296,wondering,VBG,950lr3
14297,stood,VBN,950lr3
14298,handle,VB,950lr3
14299,prepare,VB,950lr3
14300,talk,VBP,950lr3
14301,lose,VB,950lr3
14302,prepare,VB,950lr3
14303,happens,VBZ,950lr3
14304,learned,VBD,952gkg
14305,reflects,VBZ,952gkg
14306,having,VBG,952gkg
14307,leaned,VBD,952gkg
14308,written,VBN,952gkg
14309,know,VBP,952gkg
14310,stand,VBP,952gkg
14311,thought,VBD,952gkg
14312,disconnecting,VBG,952gkg
14313,seen,VBN,952gkg
14314,become,VBN,952gkg
14315,happening,VBG,952gkg
14316,felt,VBN,952gkg
14317,trying,VBG,952gkg
14318,undo,VB,952gkg
14319,read,VBN,952gkg
14320,wondering,VBG,952gkg
14321,stood,VBN,952gkg
14322,handle,VB,952gkg
14323,prepare,VB,952gkg
14324,talk,VBP,952gkg
14325,lose,VB,952gkg
14326,prepare,VB,952gkg
14327,happens,VBZ,952gkg
14328,learned,VBD,953juo
14329,reflects,VBZ,953juo
14330,having,VBG,953juo
14331,leaned,VBD,953juo
14332,written,VBN,953juo
14333,know,VBP,953juo
14334,stand,VBP,953juo
14335,thought,VBD,953juo
14336,disconnecting,VBG,953juo
14337,seen,VBN,953juo
14338,become,VBN,953juo
14339,happening,VBG,953juo
14340,felt,VBN,953juo
14341,trying,VBG,953juo
14342,undo,VB,953juo
14343,read,VBN,953juo
14344,wondering,VBG,953juo
14345,stood,VBN,953juo
14346,handle,VB,953juo
14347,prepare,VB,953juo
14348,talk,VBP,953juo
14349,lose,VB,953juo
14350,prepare,VB,953juo
14351,happens,VBZ,953juo
14352,learned,VBD,953kex
14353,reflects,VBZ,953kex
14354,having,VBG,953kex
14355,leaned,VBD,953kex
14356,written,VBN,953kex
14357,know,VBP,953kex
14358,stand,VBP,953kex
14359,thought,VBD,953kex
14360,disconnecting,VBG,953kex
14361,seen,VBN,953kex
14362,become,VBN,953kex
14363,happening,VBG,953kex
14364,felt,VBN,953kex
14365,trying,VBG,953kex
14366,undo,VB,953kex
14367,read,VBN,953kex
14368,wondering,VBG,953kex
14369,stood,VBN,953kex
14370,handle,VB,953kex
14371,prepare,VB,953kex
14372,talk,VBP,953kex
14373,lose,VB,953kex
14374,prepare,VB,953kex
14375,happens,VBZ,953kex
14376,learned,VBD,9540ai
14377,reflects,VBZ,9540ai
14378,having,VBG,9540ai
14379,leaned,VBD,9540ai
14380,written,VBN,9540ai
14381,know,VBP,9540ai
14382,stand,VBP,9540ai
14383,thought,VBD,9540ai
14384,disconnecting,VBG,9540ai
14385,seen,VBN,9540ai
14386,become,VBN,9540ai
14387,happening,VBG,9540ai
14388,felt,VBN,9540ai
14389,trying,VBG,9540ai
14390,undo,VB,9540ai
14391,read,VBN,9540ai
14392,wondering,VBG,9540ai
14393,stood,VBN,9540ai
14394,handle,VB,9540ai
14395,prepare,VB,9540ai
14396,talk,VBP,9540ai
14397,lose,VB,9540ai
14398,prepare,VB,9540ai
14399,happens,VBZ,9540ai
14400,learned,VBD,956krk
14401,reflects,VBZ,956krk
14402,having,VBG,956krk
14403,leaned,VBD,956krk
14404,written,VBN,956krk
14405,know,VBP,956krk
14406,stand,VBP,956krk
14407,thought,VBD,956krk
14408,disconnecting,VBG,956krk
14409,seen,VBN,956krk
14410,become,VBN,956krk
14411,happening,VBG,956krk
14412,felt,VBN,956krk
14413,trying,VBG,956krk
14414,undo,VB,956krk
14415,read,VBN,956krk
14416,wondering,VBG,956krk
14417,stood,VBN,956krk
14418,handle,VB,956krk
14419,prepare,VB,956krk
14420,talk,VBP,956krk
14421,lose,VB,956krk
14422,prepare,VB,956krk
14423,happens,VBZ,956krk
14424,learned,VBD,956lnq
14425,reflects,VBZ,956lnq
14426,having,VBG,956lnq
14427,leaned,VBD,956lnq
14428,written,VBN,956lnq
14429,know,VBP,956lnq
14430,stand,VBP,956lnq
14431,thought,VBD,956lnq
14432,disconnecting,VBG,956lnq
14433,seen,VBN,956lnq
14434,become,VBN,956lnq
14435,happening,VBG,956lnq
14436,felt,VBN,956lnq
14437,trying,VBG,956lnq
14438,undo,VB,956lnq
14439,read,VBN,956lnq
14440,wondering,VBG,956lnq
14441,stood,VBN,956lnq
14442,handle,VB,956lnq
14443,prepare,VB,956lnq
14444,talk,VBP,956lnq
14445,lose,VB,956lnq
14446,prepare,VB,956lnq
14447,happens,VBZ,956lnq
14448,learned,VBD,956n4g
14449,reflects,VBZ,956n4g
14450,having,VBG,956n4g
14451,leaned,VBD,956n4g
14452,written,VBN,956n4g
14453,know,VBP,956n4g
14454,stand,VBP,956n4g
14455,thought,VBD,956n4g
14456,disconnecting,VBG,956n4g
14457,seen,VBN,956n4g
14458,become,VBN,956n4g
14459,happening,VBG,956n4g
14460,felt,VBN,956n4g
14461,trying,VBG,956n4g
14462,undo,VB,956n4g
14463,read,VBN,956n4g
14464,wondering,VBG,956n4g
14465,stood,VBN,956n4g
14466,handle,VB,956n4g
14467,prepare,VB,956n4g
14468,talk,VBP,956n4g
14469,lose,VB,956n4g
14470,prepare,VB,956n4g
14471,happens,VBZ,956n4g
14472,learned,VBD,956neb
14473,reflects,VBZ,956neb
14474,having,VBG,956neb
14475,leaned,VBD,956neb
14476,written,VBN,956neb
14477,know,VBP,956neb
14478,stand,VBP,956neb
14479,thought,VBD,956neb
14480,disconnecting,VBG,956neb
14481,seen,VBN,956neb
14482,become,VBN,956neb
14483,happening,VBG,956neb
14484,felt,VBN,956neb
14485,trying,VBG,956neb
14486,undo,VB,956neb
14487,read,VBN,956neb
14488,wondering,VBG,956neb
14489,stood,VBN,956neb
14490,handle,VB,956neb
14491,prepare,VB,956neb
14492,talk,VBP,956neb
14493,lose,VB,956neb
14494,prepare,VB,956neb
14495,happens,VBZ,956neb
14496,learned,VBD,956u2g
14497,reflects,VBZ,956u2g
14498,having,VBG,956u2g
14499,leaned,VBD,956u2g
14500,written,VBN,956u2g
14501,know,VBP,956u2g
14502,stand,VBP,956u2g
14503,thought,VBD,956u2g
14504,disconnecting,VBG,956u2g
14505,seen,VBN,956u2g
14506,become,VBN,956u2g
14507,happening,VBG,956u2g
14508,felt,VBN,956u2g
14509,trying,VBG,956u2g
14510,undo,VB,956u2g
14511,read,VBN,956u2g
14512,wondering,VBG,956u2g
14513,stood,VBN,956u2g
14514,handle,VB,956u2g
14515,prepare,VB,956u2g
14516,talk,VBP,956u2g
14517,lose,VB,956u2g
14518,prepare,VB,956u2g
14519,happens,VBZ,956u2g
14520,learned,VBD,957o8s
14521,reflects,VBZ,957o8s
14522,having,VBG,957o8s
14523,leaned,VBD,957o8s
14524,written,VBN,957o8s
14525,know,VBP,957o8s
14526,stand,VBP,957o8s
14527,thought,VBD,957o8s
14528,disconnecting,VBG,957o8s
14529,seen,VBN,957o8s
14530,become,VBN,957o8s
14531,happening,VBG,957o8s
14532,felt,VBN,957o8s
14533,trying,VBG,957o8s
14534,undo,VB,957o8s
14535,read,VBN,957o8s
14536,wondering,VBG,957o8s
14537,stood,VBN,957o8s
14538,handle,VB,957o8s
14539,prepare,VB,957o8s
14540,talk,VBP,957o8s
14541,lose,VB,957o8s
14542,prepare,VB,957o8s
14543,happens,VBZ,957o8s
14544,learned,VBD,957sg6
14545,reflects,VBZ,957sg6
14546,having,VBG,957sg6
14547,leaned,VBD,957sg6
14548,written,VBN,957sg6
14549,know,VBP,957sg6
14550,stand,VBP,957sg6
14551,thought,VBD,957sg6
14552,disconnecting,VBG,957sg6
14553,seen,VBN,957sg6
14554,become,VBN,957sg6
14555,happening,VBG,957sg6
14556,felt,VBN,957sg6
14557,trying,VBG,957sg6
14558,undo,VB,957sg6
14559,read,VBN,957sg6
14560,wondering,VBG,957sg6
14561,stood,VBN,957sg6
14562,handle,VB,957sg6
14563,prepare,VB,957sg6
14564,talk,VBP,957sg6
14565,lose,VB,957sg6
14566,prepare,VB,957sg6
14567,happens,VBZ,957sg6
14568,learned,VBD,95adtt
14569,reflects,VBZ,95adtt
14570,having,VBG,95adtt
14571,leaned,VBD,95adtt
14572,written,VBN,95adtt
14573,know,VBP,95adtt
14574,stand,VBP,95adtt
14575,thought,VBD,95adtt
14576,disconnecting,VBG,95adtt
14577,seen,VBN,95adtt
14578,become,VBN,95adtt
14579,happening,VBG,95adtt
14580,felt,VBN,95adtt
14581,trying,VBG,95adtt
14582,undo,VB,95adtt
14583,read,VBN,95adtt
14584,wondering,VBG,95adtt
14585,stood,VBN,95adtt
14586,handle,VB,95adtt
14587,prepare,VB,95adtt
14588,talk,VBP,95adtt
14589,lose,VB,95adtt
14590,prepare,VB,95adtt
14591,happens,VBZ,95adtt
14592,learned,VBD,95n6go
14593,reflects,VBZ,95n6go
14594,having,VBG,95n6go
14595,leaned,VBD,95n6go
14596,written,VBN,95n6go
14597,know,VBP,95n6go
14598,stand,VBP,95n6go
14599,thought,VBD,95n6go
14600,disconnecting,VBG,95n6go
14601,seen,VBN,95n6go
14602,become,VBN,95n6go
14603,happening,VBG,95n6go
14604,felt,VBN,95n6go
14605,trying,VBG,95n6go
14606,undo,VB,95n6go
14607,read,VBN,95n6go
14608,wondering,VBG,95n6go
14609,stood,VBN,95n6go
14610,handle,VB,95n6go
14611,prepare,VB,95n6go
14612,talk,VBP,95n6go
14613,lose,VB,95n6go
14614,prepare,VB,95n6go
14615,happens,VBZ,95n6go
14616,learned,VBD,95okek
14617,reflects,VBZ,95okek
14618,having,VBG,95okek
14619,leaned,VBD,95okek
14620,written,VBN,95okek
14621,know,VBP,95okek
14622,stand,VBP,95okek
14623,thought,VBD,95okek
14624,disconnecting,VBG,95okek
14625,seen,VBN,95okek
14626,become,VBN,95okek
14627,happening,VBG,95okek
14628,felt,VBN,95okek
14629,trying,VBG,95okek
14630,undo,VB,95okek
14631,read,VBN,95okek
14632,wondering,VBG,95okek
14633,stood,VBN,95okek
14634,handle,VB,95okek
14635,prepare,VB,95okek
14636,talk,VBP,95okek
14637,lose,VB,95okek
14638,prepare,VB,95okek
14639,happens,VBZ,95okek
14640,learned,VBD,95otfs
14641,reflects,VBZ,95otfs
14642,having,VBG,95otfs
14643,leaned,VBD,95otfs
14644,written,VBN,95otfs
14645,know,VBP,95otfs
14646,stand,VBP,95otfs
14647,thought,VBD,95otfs
14648,disconnecting,VBG,95otfs
14649,seen,VBN,95otfs
14650,become,VBN,95otfs
14651,happening,VBG,95otfs
14652,felt,VBN,95otfs
14653,trying,VBG,95otfs
14654,undo,VB,95otfs
14655,read,VBN,95otfs
14656,wondering,VBG,95otfs
14657,stood,VBN,95otfs
14658,handle,VB,95otfs
14659,prepare,VB,95otfs
14660,talk,VBP,95otfs
14661,lose,VB,95otfs
14662,prepare,VB,95otfs
14663,happens,VBZ,95otfs
14664,learned,VBD,95qq4s
14665,reflects,VBZ,95qq4s
14666,having,VBG,95qq4s
14667,leaned,VBD,95qq4s
14668,written,VBN,95qq4s
14669,know,VBP,95qq4s
14670,stand,VBP,95qq4s
14671,thought,VBD,95qq4s
14672,disconnecting,VBG,95qq4s
14673,seen,VBN,95qq4s
14674,become,VBN,95qq4s
14675,happening,VBG,95qq4s
14676,felt,VBN,95qq4s
14677,trying,VBG,95qq4s
14678,undo,VB,95qq4s
14679,read,VBN,95qq4s
14680,wondering,VBG,95qq4s
14681,stood,VBN,95qq4s
14682,handle,VB,95qq4s
14683,prepare,VB,95qq4s
14684,talk,VBP,95qq4s
14685,lose,VB,95qq4s
14686,prepare,VB,95qq4s
14687,happens,VBZ,95qq4s
14688,learned,VBD,95t58e
14689,reflects,VBZ,95t58e
14690,having,VBG,95t58e
14691,leaned,VBD,95t58e
14692,written,VBN,95t58e
14693,know,VBP,95t58e
14694,stand,VBP,95t58e
14695,thought,VBD,95t58e
14696,disconnecting,VBG,95t58e
14697,seen,VBN,95t58e
14698,become,VBN,95t58e
14699,happening,VBG,95t58e
14700,felt,VBN,95t58e
14701,trying,VBG,95t58e
14702,undo,VB,95t58e
14703,read,VBN,95t58e
14704,wondering,VBG,95t58e
14705,stood,VBN,95t58e
14706,handle,VB,95t58e
14707,prepare,VB,95t58e
14708,talk,VBP,95t58e
14709,lose,VB,95t58e
14710,prepare,VB,95t58e
14711,happens,VBZ,95t58e
14712,learned,VBD,95t8x9
14713,reflects,VBZ,95t8x9
14714,having,VBG,95t8x9
14715,leaned,VBD,95t8x9
14716,written,VBN,95t8x9
14717,know,VBP,95t8x9
14718,stand,VBP,95t8x9
14719,thought,VBD,95t8x9
14720,disconnecting,VBG,95t8x9
14721,seen,VBN,95t8x9
14722,become,VBN,95t8x9
14723,happening,VBG,95t8x9
14724,felt,VBN,95t8x9
14725,trying,VBG,95t8x9
14726,undo,VB,95t8x9
14727,read,VBN,95t8x9
14728,wondering,VBG,95t8x9
14729,stood,VBN,95t8x9
14730,handle,VB,95t8x9
14731,prepare,VB,95t8x9
14732,talk,VBP,95t8x9
14733,lose,VB,95t8x9
14734,prepare,VB,95t8x9
14735,happens,VBZ,95t8x9
14736,learned,VBD,962g25
14737,reflects,VBZ,962g25
14738,having,VBG,962g25
14739,leaned,VBD,962g25
14740,written,VBN,962g25
14741,know,VBP,962g25
14742,stand,VBP,962g25
14743,thought,VBD,962g25
14744,disconnecting,VBG,962g25
14745,seen,VBN,962g25
14746,become,VBN,962g25
14747,happening,VBG,962g25
14748,felt,VBN,962g25
14749,trying,VBG,962g25
14750,undo,VB,962g25
14751,read,VBN,962g25
14752,wondering,VBG,962g25
14753,stood,VBN,962g25
14754,handle,VB,962g25
14755,prepare,VB,962g25
14756,talk,VBP,962g25
14757,lose,VB,962g25
14758,prepare,VB,962g25
14759,happens,VBZ,962g25
14760,learned,VBD,964520
14761,reflects,VBZ,964520
14762,having,VBG,964520
14763,leaned,VBD,964520
14764,written,VBN,964520
14765,know,VBP,964520
14766,stand,VBP,964520
14767,thought,VBD,964520
14768,disconnecting,VBG,964520
14769,seen,VBN,964520
14770,become,VBN,964520
14771,happening,VBG,964520
14772,felt,VBN,964520
14773,trying,VBG,964520
14774,undo,VB,964520
14775,read,VBN,964520
14776,wondering,VBG,964520
14777,stood,VBN,964520
14778,handle,VB,964520
14779,prepare,VB,964520
14780,talk,VBP,964520
14781,lose,VB,964520
14782,prepare,VB,964520
14783,happens,VBZ,964520
14784,learned,VBD,96cbw7
14785,reflects,VBZ,96cbw7
14786,having,VBG,96cbw7
14787,leaned,VBD,96cbw7
14788,written,VBN,96cbw7
14789,know,VBP,96cbw7
14790,stand,VBP,96cbw7
14791,thought,VBD,96cbw7
14792,disconnecting,VBG,96cbw7
14793,seen,VBN,96cbw7
14794,become,VBN,96cbw7
14795,happening,VBG,96cbw7
14796,felt,VBN,96cbw7
14797,trying,VBG,96cbw7
14798,undo,VB,96cbw7
14799,read,VBN,96cbw7
14800,wondering,VBG,96cbw7
14801,stood,VBN,96cbw7
14802,handle,VB,96cbw7
14803,prepare,VB,96cbw7
14804,talk,VBP,96cbw7
14805,lose,VB,96cbw7
14806,prepare,VB,96cbw7
14807,happens,VBZ,96cbw7
14808,learned,VBD,96ciem
14809,reflects,VBZ,96ciem
14810,having,VBG,96ciem
14811,leaned,VBD,96ciem
14812,written,VBN,96ciem
14813,know,VBP,96ciem
14814,stand,VBP,96ciem
14815,thought,VBD,96ciem
14816,disconnecting,VBG,96ciem
14817,seen,VBN,96ciem
14818,become,VBN,96ciem
14819,happening,VBG,96ciem
14820,felt,VBN,96ciem
14821,trying,VBG,96ciem
14822,undo,VB,96ciem
14823,read,VBN,96ciem
14824,wondering,VBG,96ciem
14825,stood,VBN,96ciem
14826,handle,VB,96ciem
14827,prepare,VB,96ciem
14828,talk,VBP,96ciem
14829,lose,VB,96ciem
14830,prepare,VB,96ciem
14831,happens,VBZ,96ciem
14832,learned,VBD,96dm13
14833,reflects,VBZ,96dm13
14834,having,VBG,96dm13
14835,leaned,VBD,96dm13
14836,written,VBN,96dm13
14837,know,VBP,96dm13
14838,stand,VBP,96dm13
14839,thought,VBD,96dm13
14840,disconnecting,VBG,96dm13
14841,seen,VBN,96dm13
14842,become,VBN,96dm13
14843,happening,VBG,96dm13
14844,felt,VBN,96dm13
14845,trying,VBG,96dm13
14846,undo,VB,96dm13
14847,read,VBN,96dm13
14848,wondering,VBG,96dm13
14849,stood,VBN,96dm13
14850,handle,VB,96dm13
14851,prepare,VB,96dm13
14852,talk,VBP,96dm13
14853,lose,VB,96dm13
14854,prepare,VB,96dm13
14855,happens,VBZ,96dm13
14856,learned,VBD,96e484
14857,reflects,VBZ,96e484
14858,having,VBG,96e484
14859,leaned,VBD,96e484
14860,written,VBN,96e484
14861,know,VBP,96e484
14862,stand,VBP,96e484
14863,thought,VBD,96e484
14864,disconnecting,VBG,96e484
14865,seen,VBN,96e484
14866,become,VBN,96e484
14867,happening,VBG,96e484
14868,felt,VBN,96e484
14869,trying,VBG,96e484
14870,undo,VB,96e484
14871,read,VBN,96e484
14872,wondering,VBG,96e484
14873,stood,VBN,96e484
14874,handle,VB,96e484
14875,prepare,VB,96e484
14876,talk,VBP,96e484
14877,lose,VB,96e484
14878,prepare,VB,96e484
14879,happens,VBZ,96e484
14880,learned,VBD,9751jt
14881,reflects,VBZ,9751jt
14882,having,VBG,9751jt
14883,leaned,VBD,9751jt
14884,written,VBN,9751jt
14885,know,VBP,9751jt
14886,stand,VBP,9751jt
14887,thought,VBD,9751jt
14888,disconnecting,VBG,9751jt
14889,seen,VBN,9751jt
14890,become,VBN,9751jt
14891,happening,VBG,9751jt
14892,felt,VBN,9751jt
14893,trying,VBG,9751jt
14894,undo,VB,9751jt
14895,read,VBN,9751jt
14896,wondering,VBG,9751jt
14897,stood,VBN,9751jt
14898,handle,VB,9751jt
14899,prepare,VB,9751jt
14900,talk,VBP,9751jt
14901,lose,VB,9751jt
14902,prepare,VB,9751jt
14903,happens,VBZ,9751jt
14904,learned,VBD,978yg8
14905,reflects,VBZ,978yg8
14906,having,VBG,978yg8
14907,leaned,VBD,978yg8
14908,written,VBN,978yg8
14909,know,VBP,978yg8
14910,stand,VBP,978yg8
14911,thought,VBD,978yg8
14912,disconnecting,VBG,978yg8
14913,seen,VBN,978yg8
14914,become,VBN,978yg8
14915,happening,VBG,978yg8
14916,felt,VBN,978yg8
14917,trying,VBG,978yg8
14918,undo,VB,978yg8
14919,read,VBN,978yg8
14920,wondering,VBG,978yg8
14921,stood,VBN,978yg8
14922,handle,VB,978yg8
14923,prepare,VB,978yg8
14924,talk,VBP,978yg8
14925,lose,VB,978yg8
14926,prepare,VB,978yg8
14927,happens,VBZ,978yg8
14928,learned,VBD,97bq9t
14929,reflects,VBZ,97bq9t
14930,having,VBG,97bq9t
14931,leaned,VBD,97bq9t
14932,written,VBN,97bq9t
14933,know,VBP,97bq9t
14934,stand,VBP,97bq9t
14935,thought,VBD,97bq9t
14936,disconnecting,VBG,97bq9t
14937,seen,VBN,97bq9t
14938,become,VBN,97bq9t
14939,happening,VBG,97bq9t
14940,felt,VBN,97bq9t
14941,trying,VBG,97bq9t
14942,undo,VB,97bq9t
14943,read,VBN,97bq9t
14944,wondering,VBG,97bq9t
14945,stood,VBN,97bq9t
14946,handle,VB,97bq9t
14947,prepare,VB,97bq9t
14948,talk,VBP,97bq9t
14949,lose,VB,97bq9t
14950,prepare,VB,97bq9t
14951,happens,VBZ,97bq9t
14952,learned,VBD,97c6tx
14953,reflects,VBZ,97c6tx
14954,having,VBG,97c6tx
14955,leaned,VBD,97c6tx
14956,written,VBN,97c6tx
14957,know,VBP,97c6tx
14958,stand,VBP,97c6tx
14959,thought,VBD,97c6tx
14960,disconnecting,VBG,97c6tx
14961,seen,VBN,97c6tx
14962,become,VBN,97c6tx
14963,happening,VBG,97c6tx
14964,felt,VBN,97c6tx
14965,trying,VBG,97c6tx
14966,undo,VB,97c6tx
14967,read,VBN,97c6tx
14968,wondering,VBG,97c6tx
14969,stood,VBN,97c6tx
14970,handle,VB,97c6tx
14971,prepare,VB,97c6tx
14972,talk,VBP,97c6tx
14973,lose,VB,97c6tx
14974,prepare,VB,97c6tx
14975,happens,VBZ,97c6tx
14976,learned,VBD,97fk92
14977,reflects,VBZ,97fk92
14978,having,VBG,97fk92
14979,leaned,VBD,97fk92
14980,written,VBN,97fk92
14981,know,VBP,97fk92
14982,stand,VBP,97fk92
14983,thought,VBD,97fk92
14984,disconnecting,VBG,97fk92
14985,seen,VBN,97fk92
14986,become,VBN,97fk92
14987,happening,VBG,97fk92
14988,felt,VBN,97fk92
14989,trying,VBG,97fk92
14990,undo,VB,97fk92
14991,read,VBN,97fk92
14992,wondering,VBG,97fk92
14993,stood,VBN,97fk92
14994,handle,VB,97fk92
14995,prepare,VB,97fk92
14996,talk,VBP,97fk92
14997,lose,VB,97fk92
14998,prepare,VB,97fk92
14999,happens,VBZ,97fk92
15000,learned,VBD,97i925
15001,reflects,VBZ,97i925
15002,having,VBG,97i925
15003,leaned,VBD,97i925
