,verbs,tense,postid
49640,felt,VBN,9751jt
49641,felt,VBN,9751jt
49642,Losing,VBG,9751jt
49643,would,MD,9751jt
49644,hurt,VB,9751jt
49645,destroy,VB,9751jt
49646,trying,VBG,9751jt
49647,trying,VBG,9751jt
49648,monetize,VB,9751jt
49649,make,VB,9751jt
49650,could,MD,9751jt
49651,undo,VB,9751jt
49652,undo,VB,9751jt
49653,Thank,VBP,9751jt
49654,read,VBN,9751jt
49655,read,VBN,9751jt
49656,wondering,VBG,9751jt
49657,wondering,VBG,9751jt
49658,stood,VBN,9751jt
49659,stood,VBN,9751jt
49660,loose,VB,9751jt
49661,talking,VBG,9751jt
49662,handle,VB,9751jt
49663,handle,VB,9751jt
49664,can,MD,9751jt
49665,prepare,VB,9751jt
49666,prepare,VB,9751jt
49667,get,VBP,9751jt
49668,caught,VBN,9751jt
49669,talk,VBP,9751jt
49670,talk,VBP,9751jt
49671,could,MD,9751jt
49672,lose,VB,9751jt
49673,lose,VB,9751jt
49674,destroyed,VBN,9751jt
49675,can,MD,9751jt
49676,prepare,VB,9751jt
49677,prepare,VB,9751jt
49678,happens,VBZ,9751jt
49679,happens,VBZ,9751jt
49680,learned,VBD,978yg8
49681,learned,VBD,978yg8
49682,reflects,VBZ,978yg8
49683,reflects,VBZ,978yg8
49684,having,VBG,978yg8
49685,having,VBG,978yg8
49686,leaned,VBD,978yg8
49687,leaned,VBD,978yg8
49688,left,VBN,978yg8
49689,steeped,VBN,978yg8
49690,written,VBN,978yg8
49691,written,VBN,978yg8
49692,know,VBP,978yg8
49693,know,VBP,978yg8
49694,stand,VBP,978yg8
49695,stand,VBP,978yg8
49696,loose,VB,978yg8
49697,would,MD,978yg8
49698,thought,VBD,978yg8
49699,thought,VBD,978yg8
49700,including,VBG,978yg8
49701,disconnecting,VBG,978yg8
49702,disconnecting,VBG,978yg8
49703,trying,VBG,978yg8
49704,think,VB,978yg8
49705,evolve,VB,978yg8
49706,reflect,VB,978yg8
49707,seen,VBN,978yg8
49708,seen,VBN,978yg8
49709,become,VBN,978yg8
49710,become,VBN,978yg8
49711,become,VBN,978yg8
49712,TORN,VBN,978yg8
49713,falling,VBG,978yg8
49714,approved,VBN,978yg8
49715,Seeing,VBG,978yg8
49716,made,VBN,978yg8
49717,happening,VBG,978yg8
49718,happening,VBG,978yg8
49719,shifted,VBN,978yg8
49720,felt,VBN,978yg8
49721,felt,VBN,978yg8
49722,Losing,VBG,978yg8
49723,would,MD,978yg8
49724,hurt,VB,978yg8
49725,destroy,VB,978yg8
49726,trying,VBG,978yg8
49727,trying,VBG,978yg8
49728,monetize,VB,978yg8
49729,make,VB,978yg8
49730,could,MD,978yg8
49731,undo,VB,978yg8
49732,undo,VB,978yg8
49733,Thank,VBP,978yg8
49734,read,VBN,978yg8
49735,read,VBN,978yg8
49736,wondering,VBG,978yg8
49737,wondering,VBG,978yg8
49738,stood,VBN,978yg8
49739,stood,VBN,978yg8
49740,loose,VB,978yg8
49741,talking,VBG,978yg8
49742,handle,VB,978yg8
49743,handle,VB,978yg8
49744,can,MD,978yg8
49745,prepare,VB,978yg8
49746,prepare,VB,978yg8
49747,get,VBP,978yg8
49748,caught,VBN,978yg8
49749,talk,VBP,978yg8
49750,talk,VBP,978yg8
49751,could,MD,978yg8
49752,lose,VB,978yg8
49753,lose,VB,978yg8
49754,destroyed,VBN,978yg8
49755,can,MD,978yg8
49756,prepare,VB,978yg8
49757,prepare,VB,978yg8
49758,happens,VBZ,978yg8
49759,happens,VBZ,978yg8
49760,learned,VBD,97bq9t
49761,learned,VBD,97bq9t
49762,reflects,VBZ,97bq9t
49763,reflects,VBZ,97bq9t
49764,having,VBG,97bq9t
49765,having,VBG,97bq9t
49766,leaned,VBD,97bq9t
49767,leaned,VBD,97bq9t
49768,left,VBN,97bq9t
49769,steeped,VBN,97bq9t
49770,written,VBN,97bq9t
49771,written,VBN,97bq9t
49772,know,VBP,97bq9t
49773,know,VBP,97bq9t
49774,stand,VBP,97bq9t
49775,stand,VBP,97bq9t
49776,loose,VB,97bq9t
49777,would,MD,97bq9t
49778,thought,VBD,97bq9t
49779,thought,VBD,97bq9t
49780,including,VBG,97bq9t
49781,disconnecting,VBG,97bq9t
49782,disconnecting,VBG,97bq9t
49783,trying,VBG,97bq9t
49784,think,VB,97bq9t
49785,evolve,VB,97bq9t
49786,reflect,VB,97bq9t
49787,seen,VBN,97bq9t
49788,seen,VBN,97bq9t
49789,become,VBN,97bq9t
49790,become,VBN,97bq9t
49791,become,VBN,97bq9t
49792,TORN,VBN,97bq9t
49793,falling,VBG,97bq9t
49794,approved,VBN,97bq9t
49795,Seeing,VBG,97bq9t
49796,made,VBN,97bq9t
49797,happening,VBG,97bq9t
49798,happening,VBG,97bq9t
49799,shifted,VBN,97bq9t
49800,felt,VBN,97bq9t
49801,felt,VBN,97bq9t
49802,Losing,VBG,97bq9t
49803,would,MD,97bq9t
49804,hurt,VB,97bq9t
49805,destroy,VB,97bq9t
49806,trying,VBG,97bq9t
49807,trying,VBG,97bq9t
49808,monetize,VB,97bq9t
49809,make,VB,97bq9t
49810,could,MD,97bq9t
49811,undo,VB,97bq9t
49812,undo,VB,97bq9t
49813,Thank,VBP,97bq9t
49814,read,VBN,97bq9t
49815,read,VBN,97bq9t
49816,wondering,VBG,97bq9t
49817,wondering,VBG,97bq9t
49818,stood,VBN,97bq9t
49819,stood,VBN,97bq9t
49820,loose,VB,97bq9t
49821,talking,VBG,97bq9t
49822,handle,VB,97bq9t
49823,handle,VB,97bq9t
49824,can,MD,97bq9t
49825,prepare,VB,97bq9t
49826,prepare,VB,97bq9t
49827,get,VBP,97bq9t
49828,caught,VBN,97bq9t
49829,talk,VBP,97bq9t
49830,talk,VBP,97bq9t
49831,could,MD,97bq9t
49832,lose,VB,97bq9t
49833,lose,VB,97bq9t
49834,destroyed,VBN,97bq9t
49835,can,MD,97bq9t
49836,prepare,VB,97bq9t
49837,prepare,VB,97bq9t
49838,happens,VBZ,97bq9t
49839,happens,VBZ,97bq9t
49840,learned,VBD,97c6tx
49841,learned,VBD,97c6tx
49842,reflects,VBZ,97c6tx
49843,reflects,VBZ,97c6tx
49844,having,VBG,97c6tx
49845,having,VBG,97c6tx
49846,leaned,VBD,97c6tx
49847,leaned,VBD,97c6tx
49848,left,VBN,97c6tx
49849,steeped,VBN,97c6tx
49850,written,VBN,97c6tx
49851,written,VBN,97c6tx
49852,know,VBP,97c6tx
49853,know,VBP,97c6tx
49854,stand,VBP,97c6tx
49855,stand,VBP,97c6tx
49856,loose,VB,97c6tx
49857,would,MD,97c6tx
49858,thought,VBD,97c6tx
49859,thought,VBD,97c6tx
49860,including,VBG,97c6tx
49861,disconnecting,VBG,97c6tx
49862,disconnecting,VBG,97c6tx
49863,trying,VBG,97c6tx
49864,think,VB,97c6tx
49865,evolve,VB,97c6tx
49866,reflect,VB,97c6tx
49867,seen,VBN,97c6tx
49868,seen,VBN,97c6tx
49869,become,VBN,97c6tx
49870,become,VBN,97c6tx
49871,become,VBN,97c6tx
49872,TORN,VBN,97c6tx
49873,falling,VBG,97c6tx
49874,approved,VBN,97c6tx
49875,Seeing,VBG,97c6tx
49876,made,VBN,97c6tx
49877,happening,VBG,97c6tx
49878,happening,VBG,97c6tx
49879,shifted,VBN,97c6tx
49880,felt,VBN,97c6tx
49881,felt,VBN,97c6tx
49882,Losing,VBG,97c6tx
49883,would,MD,97c6tx
49884,hurt,VB,97c6tx
49885,destroy,VB,97c6tx
49886,trying,VBG,97c6tx
49887,trying,VBG,97c6tx
49888,monetize,VB,97c6tx
49889,make,VB,97c6tx
49890,could,MD,97c6tx
49891,undo,VB,97c6tx
49892,undo,VB,97c6tx
49893,Thank,VBP,97c6tx
49894,read,VBN,97c6tx
49895,read,VBN,97c6tx
49896,wondering,VBG,97c6tx
49897,wondering,VBG,97c6tx
49898,stood,VBN,97c6tx
49899,stood,VBN,97c6tx
49900,loose,VB,97c6tx
49901,talking,VBG,97c6tx
49902,handle,VB,97c6tx
49903,handle,VB,97c6tx
49904,can,MD,97c6tx
49905,prepare,VB,97c6tx
49906,prepare,VB,97c6tx
49907,get,VBP,97c6tx
49908,caught,VBN,97c6tx
49909,talk,VBP,97c6tx
49910,talk,VBP,97c6tx
49911,could,MD,97c6tx
49912,lose,VB,97c6tx
49913,lose,VB,97c6tx
49914,destroyed,VBN,97c6tx
49915,can,MD,97c6tx
49916,prepare,VB,97c6tx
49917,prepare,VB,97c6tx
49918,happens,VBZ,97c6tx
49919,happens,VBZ,97c6tx
49920,learned,VBD,97fk92
49921,learned,VBD,97fk92
49922,reflects,VBZ,97fk92
49923,reflects,VBZ,97fk92
49924,having,VBG,97fk92
49925,having,VBG,97fk92
49926,leaned,VBD,97fk92
49927,leaned,VBD,97fk92
49928,left,VBN,97fk92
49929,steeped,VBN,97fk92
49930,written,VBN,97fk92
49931,written,VBN,97fk92
49932,know,VBP,97fk92
49933,know,VBP,97fk92
49934,stand,VBP,97fk92
49935,stand,VBP,97fk92
49936,loose,VB,97fk92
49937,would,MD,97fk92
49938,thought,VBD,97fk92
49939,thought,VBD,97fk92
49940,including,VBG,97fk92
49941,disconnecting,VBG,97fk92
49942,disconnecting,VBG,97fk92
49943,trying,VBG,97fk92
49944,think,VB,97fk92
49945,evolve,VB,97fk92
49946,reflect,VB,97fk92
49947,seen,VBN,97fk92
49948,seen,VBN,97fk92
49949,become,VBN,97fk92
49950,become,VBN,97fk92
49951,become,VBN,97fk92
49952,TORN,VBN,97fk92
49953,falling,VBG,97fk92
49954,approved,VBN,97fk92
49955,Seeing,VBG,97fk92
49956,made,VBN,97fk92
49957,happening,VBG,97fk92
49958,happening,VBG,97fk92
49959,shifted,VBN,97fk92
49960,felt,VBN,97fk92
49961,felt,VBN,97fk92
49962,Losing,VBG,97fk92
49963,would,MD,97fk92
49964,hurt,VB,97fk92
49965,destroy,VB,97fk92
49966,trying,VBG,97fk92
49967,trying,VBG,97fk92
49968,monetize,VB,97fk92
49969,make,VB,97fk92
49970,could,MD,97fk92
49971,undo,VB,97fk92
49972,undo,VB,97fk92
49973,Thank,VBP,97fk92
49974,read,VBN,97fk92
49975,read,VBN,97fk92
49976,wondering,VBG,97fk92
49977,wondering,VBG,97fk92
49978,stood,VBN,97fk92
49979,stood,VBN,97fk92
49980,loose,VB,97fk92
49981,talking,VBG,97fk92
49982,handle,VB,97fk92
49983,handle,VB,97fk92
49984,can,MD,97fk92
49985,prepare,VB,97fk92
49986,prepare,VB,97fk92
49987,get,VBP,97fk92
49988,caught,VBN,97fk92
49989,talk,VBP,97fk92
49990,talk,VBP,97fk92
49991,could,MD,97fk92
49992,lose,VB,97fk92
49993,lose,VB,97fk92
49994,destroyed,VBN,97fk92
49995,can,MD,97fk92
49996,prepare,VB,97fk92
49997,prepare,VB,97fk92
49998,happens,VBZ,97fk92
49999,happens,VBZ,97fk92
50000,learned,VBD,97i925
50001,learned,VBD,97i925
50002,reflects,VBZ,97i925
50003,reflects,VBZ,97i925
50004,having,VBG,97i925
50005,having,VBG,97i925
50006,leaned,VBD,97i925
50007,leaned,VBD,97i925
50008,left,VBN,97i925
50009,steeped,VBN,97i925
50010,written,VBN,97i925
50011,written,VBN,97i925
50012,know,VBP,97i925
50013,know,VBP,97i925
50014,stand,VBP,97i925
50015,stand,VBP,97i925
50016,loose,VB,97i925
50017,would,MD,97i925
50018,thought,VBD,97i925
50019,thought,VBD,97i925
50020,including,VBG,97i925
50021,disconnecting,VBG,97i925
50022,disconnecting,VBG,97i925
50023,trying,VBG,97i925
50024,think,VB,97i925
50025,evolve,VB,97i925
50026,reflect,VB,97i925
50027,seen,VBN,97i925
50028,seen,VBN,97i925
50029,become,VBN,97i925
50030,become,VBN,97i925
50031,become,VBN,97i925
50032,TORN,VBN,97i925
50033,falling,VBG,97i925
50034,approved,VBN,97i925
50035,Seeing,VBG,97i925
50036,made,VBN,97i925
50037,happening,VBG,97i925
50038,happening,VBG,97i925
50039,shifted,VBN,97i925
50040,felt,VBN,97i925
50041,felt,VBN,97i925
50042,Losing,VBG,97i925
50043,would,MD,97i925
50044,hurt,VB,97i925
50045,destroy,VB,97i925
50046,trying,VBG,97i925
50047,trying,VBG,97i925
50048,monetize,VB,97i925
50049,make,VB,97i925
50050,could,MD,97i925
50051,undo,VB,97i925
50052,undo,VB,97i925
50053,Thank,VBP,97i925
50054,read,VBN,97i925
50055,read,VBN,97i925
50056,wondering,VBG,97i925
50057,wondering,VBG,97i925
50058,stood,VBN,97i925
50059,stood,VBN,97i925
50060,loose,VB,97i925
50061,talking,VBG,97i925
50062,handle,VB,97i925
50063,handle,VB,97i925
50064,can,MD,97i925
50065,prepare,VB,97i925
50066,prepare,VB,97i925
50067,get,VBP,97i925
50068,caught,VBN,97i925
50069,talk,VBP,97i925
50070,talk,VBP,97i925
50071,could,MD,97i925
50072,lose,VB,97i925
50073,lose,VB,97i925
50074,destroyed,VBN,97i925
50075,can,MD,97i925
50076,prepare,VB,97i925
50077,prepare,VB,97i925
50078,happens,VBZ,97i925
50079,happens,VBZ,97i925
50080,learned,VBD,97mmun
50081,learned,VBD,97mmun
50082,reflects,VBZ,97mmun
50083,reflects,VBZ,97mmun
50084,having,VBG,97mmun
50085,having,VBG,97mmun
50086,leaned,VBD,97mmun
50087,leaned,VBD,97mmun
50088,left,VBN,97mmun
50089,steeped,VBN,97mmun
50090,written,VBN,97mmun
50091,written,VBN,97mmun
50092,know,VBP,97mmun
50093,know,VBP,97mmun
50094,stand,VBP,97mmun
50095,stand,VBP,97mmun
50096,loose,VB,97mmun
50097,would,MD,97mmun
50098,thought,VBD,97mmun
50099,thought,VBD,97mmun
50100,including,VBG,97mmun
50101,disconnecting,VBG,97mmun
50102,disconnecting,VBG,97mmun
50103,trying,VBG,97mmun
50104,think,VB,97mmun
50105,evolve,VB,97mmun
50106,reflect,VB,97mmun
50107,seen,VBN,97mmun
50108,seen,VBN,97mmun
50109,become,VBN,97mmun
50110,become,VBN,97mmun
50111,become,VBN,97mmun
50112,TORN,VBN,97mmun
50113,falling,VBG,97mmun
50114,approved,VBN,97mmun
50115,Seeing,VBG,97mmun
50116,made,VBN,97mmun
50117,happening,VBG,97mmun
50118,happening,VBG,97mmun
50119,shifted,VBN,97mmun
50120,felt,VBN,97mmun
50121,felt,VBN,97mmun
50122,Losing,VBG,97mmun
50123,would,MD,97mmun
50124,hurt,VB,97mmun
50125,destroy,VB,97mmun
50126,trying,VBG,97mmun
50127,trying,VBG,97mmun
50128,monetize,VB,97mmun
50129,make,VB,97mmun
50130,could,MD,97mmun
50131,undo,VB,97mmun
50132,undo,VB,97mmun
50133,Thank,VBP,97mmun
50134,read,VBN,97mmun
50135,read,VBN,97mmun
50136,wondering,VBG,97mmun
50137,wondering,VBG,97mmun
50138,stood,VBN,97mmun
50139,stood,VBN,97mmun
50140,loose,VB,97mmun
50141,talking,VBG,97mmun
50142,handle,VB,97mmun
50143,handle,VB,97mmun
50144,can,MD,97mmun
50145,prepare,VB,97mmun
50146,prepare,VB,97mmun
50147,get,VBP,97mmun
50148,caught,VBN,97mmun
50149,talk,VBP,97mmun
50150,talk,VBP,97mmun
50151,could,MD,97mmun
50152,lose,VB,97mmun
50153,lose,VB,97mmun
50154,destroyed,VBN,97mmun
50155,can,MD,97mmun
50156,prepare,VB,97mmun
50157,prepare,VB,97mmun
50158,happens,VBZ,97mmun
50159,happens,VBZ,97mmun
50160,learned,VBD,97ohb2
50161,learned,VBD,97ohb2
50162,reflects,VBZ,97ohb2
50163,reflects,VBZ,97ohb2
50164,having,VBG,97ohb2
50165,having,VBG,97ohb2
50166,leaned,VBD,97ohb2
50167,leaned,VBD,97ohb2
50168,left,VBN,97ohb2
50169,steeped,VBN,97ohb2
50170,written,VBN,97ohb2
50171,written,VBN,97ohb2
50172,know,VBP,97ohb2
50173,know,VBP,97ohb2
50174,stand,VBP,97ohb2
50175,stand,VBP,97ohb2
50176,loose,VB,97ohb2
50177,would,MD,97ohb2
50178,thought,VBD,97ohb2
50179,thought,VBD,97ohb2
50180,including,VBG,97ohb2
50181,disconnecting,VBG,97ohb2
50182,disconnecting,VBG,97ohb2
50183,trying,VBG,97ohb2
50184,think,VB,97ohb2
50185,evolve,VB,97ohb2
50186,reflect,VB,97ohb2
50187,seen,VBN,97ohb2
50188,seen,VBN,97ohb2
50189,become,VBN,97ohb2
50190,become,VBN,97ohb2
50191,become,VBN,97ohb2
50192,TORN,VBN,97ohb2
50193,falling,VBG,97ohb2
50194,approved,VBN,97ohb2
50195,Seeing,VBG,97ohb2
50196,made,VBN,97ohb2
50197,happening,VBG,97ohb2
50198,happening,VBG,97ohb2
50199,shifted,VBN,97ohb2
50200,felt,VBN,97ohb2
50201,felt,VBN,97ohb2
50202,Losing,VBG,97ohb2
50203,would,MD,97ohb2
50204,hurt,VB,97ohb2
50205,destroy,VB,97ohb2
50206,trying,VBG,97ohb2
50207,trying,VBG,97ohb2
50208,monetize,VB,97ohb2
50209,make,VB,97ohb2
50210,could,MD,97ohb2
50211,undo,VB,97ohb2
50212,undo,VB,97ohb2
50213,Thank,VBP,97ohb2
50214,read,VBN,97ohb2
50215,read,VBN,97ohb2
50216,wondering,VBG,97ohb2
50217,wondering,VBG,97ohb2
50218,stood,VBN,97ohb2
50219,stood,VBN,97ohb2
50220,loose,VB,97ohb2
50221,talking,VBG,97ohb2
50222,handle,VB,97ohb2
50223,handle,VB,97ohb2
50224,can,MD,97ohb2
50225,prepare,VB,97ohb2
50226,prepare,VB,97ohb2
50227,get,VBP,97ohb2
50228,caught,VBN,97ohb2
50229,talk,VBP,97ohb2
50230,talk,VBP,97ohb2
50231,could,MD,97ohb2
50232,lose,VB,97ohb2
50233,lose,VB,97ohb2
50234,destroyed,VBN,97ohb2
50235,can,MD,97ohb2
50236,prepare,VB,97ohb2
50237,prepare,VB,97ohb2
50238,happens,VBZ,97ohb2
50239,happens,VBZ,97ohb2
50240,learned,VBD,97s9w2
50241,learned,VBD,97s9w2
50242,reflects,VBZ,97s9w2
50243,reflects,VBZ,97s9w2
50244,having,VBG,97s9w2
50245,having,VBG,97s9w2
50246,leaned,VBD,97s9w2
50247,leaned,VBD,97s9w2
50248,left,VBN,97s9w2
50249,steeped,VBN,97s9w2
50250,written,VBN,97s9w2
50251,written,VBN,97s9w2
50252,know,VBP,97s9w2
50253,know,VBP,97s9w2
50254,stand,VBP,97s9w2
50255,stand,VBP,97s9w2
50256,loose,VB,97s9w2
50257,would,MD,97s9w2
50258,thought,VBD,97s9w2
50259,thought,VBD,97s9w2
50260,including,VBG,97s9w2
50261,disconnecting,VBG,97s9w2
50262,disconnecting,VBG,97s9w2
50263,trying,VBG,97s9w2
50264,think,VB,97s9w2
50265,evolve,VB,97s9w2
50266,reflect,VB,97s9w2
50267,seen,VBN,97s9w2
50268,seen,VBN,97s9w2
50269,become,VBN,97s9w2
50270,become,VBN,97s9w2
50271,become,VBN,97s9w2
50272,TORN,VBN,97s9w2
50273,falling,VBG,97s9w2
50274,approved,VBN,97s9w2
50275,Seeing,VBG,97s9w2
50276,made,VBN,97s9w2
50277,happening,VBG,97s9w2
50278,happening,VBG,97s9w2
50279,shifted,VBN,97s9w2
50280,felt,VBN,97s9w2
50281,felt,VBN,97s9w2
50282,Losing,VBG,97s9w2
50283,would,MD,97s9w2
50284,hurt,VB,97s9w2
50285,destroy,VB,97s9w2
50286,trying,VBG,97s9w2
50287,trying,VBG,97s9w2
50288,monetize,VB,97s9w2
50289,make,VB,97s9w2
50290,could,MD,97s9w2
50291,undo,VB,97s9w2
50292,undo,VB,97s9w2
50293,Thank,VBP,97s9w2
50294,read,VBN,97s9w2
50295,read,VBN,97s9w2
50296,wondering,VBG,97s9w2
50297,wondering,VBG,97s9w2
50298,stood,VBN,97s9w2
50299,stood,VBN,97s9w2
50300,loose,VB,97s9w2
50301,talking,VBG,97s9w2
50302,handle,VB,97s9w2
50303,handle,VB,97s9w2
50304,can,MD,97s9w2
50305,prepare,VB,97s9w2
50306,prepare,VB,97s9w2
50307,get,VBP,97s9w2
50308,caught,VBN,97s9w2
50309,talk,VBP,97s9w2
50310,talk,VBP,97s9w2
50311,could,MD,97s9w2
50312,lose,VB,97s9w2
50313,lose,VB,97s9w2
50314,destroyed,VBN,97s9w2
50315,can,MD,97s9w2
50316,prepare,VB,97s9w2
50317,prepare,VB,97s9w2
50318,happens,VBZ,97s9w2
50319,happens,VBZ,97s9w2
50320,learned,VBD,97tpb9
50321,learned,VBD,97tpb9
50322,reflects,VBZ,97tpb9
50323,reflects,VBZ,97tpb9
50324,having,VBG,97tpb9
50325,having,VBG,97tpb9
50326,leaned,VBD,97tpb9
50327,leaned,VBD,97tpb9
50328,left,VBN,97tpb9
50329,steeped,VBN,97tpb9
50330,written,VBN,97tpb9
50331,written,VBN,97tpb9
50332,know,VBP,97tpb9
50333,know,VBP,97tpb9
50334,stand,VBP,97tpb9
50335,stand,VBP,97tpb9
50336,loose,VB,97tpb9
50337,would,MD,97tpb9
50338,thought,VBD,97tpb9
50339,thought,VBD,97tpb9
50340,including,VBG,97tpb9
50341,disconnecting,VBG,97tpb9
50342,disconnecting,VBG,97tpb9
50343,trying,VBG,97tpb9
50344,think,VB,97tpb9
50345,evolve,VB,97tpb9
50346,reflect,VB,97tpb9
50347,seen,VBN,97tpb9
50348,seen,VBN,97tpb9
50349,become,VBN,97tpb9
50350,become,VBN,97tpb9
50351,become,VBN,97tpb9
50352,TORN,VBN,97tpb9
50353,falling,VBG,97tpb9
50354,approved,VBN,97tpb9
50355,Seeing,VBG,97tpb9
50356,made,VBN,97tpb9
50357,happening,VBG,97tpb9
50358,happening,VBG,97tpb9
50359,shifted,VBN,97tpb9
50360,felt,VBN,97tpb9
50361,felt,VBN,97tpb9
50362,Losing,VBG,97tpb9
50363,would,MD,97tpb9
50364,hurt,VB,97tpb9
50365,destroy,VB,97tpb9
50366,trying,VBG,97tpb9
50367,trying,VBG,97tpb9
50368,monetize,VB,97tpb9
50369,make,VB,97tpb9
50370,could,MD,97tpb9
50371,undo,VB,97tpb9
50372,undo,VB,97tpb9
50373,Thank,VBP,97tpb9
50374,read,VBN,97tpb9
50375,read,VBN,97tpb9
50376,wondering,VBG,97tpb9
50377,wondering,VBG,97tpb9
50378,stood,VBN,97tpb9
50379,stood,VBN,97tpb9
50380,loose,VB,97tpb9
50381,talking,VBG,97tpb9
50382,handle,VB,97tpb9
50383,handle,VB,97tpb9
50384,can,MD,97tpb9
50385,prepare,VB,97tpb9
50386,prepare,VB,97tpb9
50387,get,VBP,97tpb9
50388,caught,VBN,97tpb9
50389,talk,VBP,97tpb9
50390,talk,VBP,97tpb9
50391,could,MD,97tpb9
50392,lose,VB,97tpb9
50393,lose,VB,97tpb9
50394,destroyed,VBN,97tpb9
50395,can,MD,97tpb9
50396,prepare,VB,97tpb9
50397,prepare,VB,97tpb9
50398,happens,VBZ,97tpb9
50399,happens,VBZ,97tpb9
50400,learned,VBD,97x4xs
50401,learned,VBD,97x4xs
50402,reflects,VBZ,97x4xs
50403,reflects,VBZ,97x4xs
50404,having,VBG,97x4xs
50405,having,VBG,97x4xs
50406,leaned,VBD,97x4xs
50407,leaned,VBD,97x4xs
50408,left,VBN,97x4xs
50409,steeped,VBN,97x4xs
50410,written,VBN,97x4xs
50411,written,VBN,97x4xs
50412,know,VBP,97x4xs
50413,know,VBP,97x4xs
50414,stand,VBP,97x4xs
50415,stand,VBP,97x4xs
50416,loose,VB,97x4xs
50417,would,MD,97x4xs
50418,thought,VBD,97x4xs
50419,thought,VBD,97x4xs
50420,including,VBG,97x4xs
50421,disconnecting,VBG,97x4xs
50422,disconnecting,VBG,97x4xs
50423,trying,VBG,97x4xs
50424,think,VB,97x4xs
50425,evolve,VB,97x4xs
50426,reflect,VB,97x4xs
50427,seen,VBN,97x4xs
50428,seen,VBN,97x4xs
50429,become,VBN,97x4xs
50430,become,VBN,97x4xs
50431,become,VBN,97x4xs
50432,TORN,VBN,97x4xs
50433,falling,VBG,97x4xs
50434,approved,VBN,97x4xs
50435,Seeing,VBG,97x4xs
50436,made,VBN,97x4xs
50437,happening,VBG,97x4xs
50438,happening,VBG,97x4xs
50439,shifted,VBN,97x4xs
50440,felt,VBN,97x4xs
50441,felt,VBN,97x4xs
50442,Losing,VBG,97x4xs
50443,would,MD,97x4xs
50444,hurt,VB,97x4xs
50445,destroy,VB,97x4xs
50446,trying,VBG,97x4xs
50447,trying,VBG,97x4xs
50448,monetize,VB,97x4xs
50449,make,VB,97x4xs
50450,could,MD,97x4xs
50451,undo,VB,97x4xs
50452,undo,VB,97x4xs
50453,Thank,VBP,97x4xs
50454,read,VBN,97x4xs
50455,read,VBN,97x4xs
50456,wondering,VBG,97x4xs
50457,wondering,VBG,97x4xs
50458,stood,VBN,97x4xs
50459,stood,VBN,97x4xs
50460,loose,VB,97x4xs
50461,talking,VBG,97x4xs
50462,handle,VB,97x4xs
50463,handle,VB,97x4xs
50464,can,MD,97x4xs
50465,prepare,VB,97x4xs
50466,prepare,VB,97x4xs
50467,get,VBP,97x4xs
50468,caught,VBN,97x4xs
50469,talk,VBP,97x4xs
50470,talk,VBP,97x4xs
50471,could,MD,97x4xs
50472,lose,VB,97x4xs
50473,lose,VB,97x4xs
50474,destroyed,VBN,97x4xs
50475,can,MD,97x4xs
50476,prepare,VB,97x4xs
50477,prepare,VB,97x4xs
50478,happens,VBZ,97x4xs
50479,happens,VBZ,97x4xs
50480,learned,VBD,982ao6
50481,learned,VBD,982ao6
50482,reflects,VBZ,982ao6
50483,reflects,VBZ,982ao6
50484,having,VBG,982ao6
50485,having,VBG,982ao6
50486,leaned,VBD,982ao6
50487,leaned,VBD,982ao6
50488,left,VBN,982ao6
50489,steeped,VBN,982ao6
50490,written,VBN,982ao6
50491,written,VBN,982ao6
50492,know,VBP,982ao6
50493,know,VBP,982ao6
50494,stand,VBP,982ao6
50495,stand,VBP,982ao6
50496,loose,VB,982ao6
50497,would,MD,982ao6
50498,thought,VBD,982ao6
50499,thought,VBD,982ao6
50500,including,VBG,982ao6
50501,disconnecting,VBG,982ao6
50502,disconnecting,VBG,982ao6
50503,trying,VBG,982ao6
50504,think,VB,982ao6
50505,evolve,VB,982ao6
50506,reflect,VB,982ao6
50507,seen,VBN,982ao6
50508,seen,VBN,982ao6
50509,become,VBN,982ao6
50510,become,VBN,982ao6
50511,become,VBN,982ao6
50512,TORN,VBN,982ao6
50513,falling,VBG,982ao6
50514,approved,VBN,982ao6
50515,Seeing,VBG,982ao6
50516,made,VBN,982ao6
50517,happening,VBG,982ao6
50518,happening,VBG,982ao6
50519,shifted,VBN,982ao6
50520,felt,VBN,982ao6
50521,felt,VBN,982ao6
50522,Losing,VBG,982ao6
50523,would,MD,982ao6
50524,hurt,VB,982ao6
50525,destroy,VB,982ao6
50526,trying,VBG,982ao6
50527,trying,VBG,982ao6
50528,monetize,VB,982ao6
50529,make,VB,982ao6
50530,could,MD,982ao6
50531,undo,VB,982ao6
50532,undo,VB,982ao6
50533,Thank,VBP,982ao6
50534,read,VBN,982ao6
50535,read,VBN,982ao6
50536,wondering,VBG,982ao6
50537,wondering,VBG,982ao6
50538,stood,VBN,982ao6
50539,stood,VBN,982ao6
50540,loose,VB,982ao6
50541,talking,VBG,982ao6
50542,handle,VB,982ao6
50543,handle,VB,982ao6
50544,can,MD,982ao6
50545,prepare,VB,982ao6
50546,prepare,VB,982ao6
50547,get,VBP,982ao6
50548,caught,VBN,982ao6
50549,talk,VBP,982ao6
50550,talk,VBP,982ao6
50551,could,MD,982ao6
50552,lose,VB,982ao6
50553,lose,VB,982ao6
50554,destroyed,VBN,982ao6
50555,can,MD,982ao6
50556,prepare,VB,982ao6
